Source Name               Right Asc.           Declination
circular-2121 ........... 0.320225 ........... 6.282233 
circular-2137 ........... 0.399184 ........... 1.785792 
circular-2138 ........... 0.465910 ........... 3.284605 
circular-2139 ........... 0.394439 ........... 4.783419 
circular-2140 ........... 0.463355 ........... 6.282233 
circular-2141 ........... 0.388937 ........... 7.781046 
circular-2156 ........... 0.534920 ........... 1.785792 
circular-2157 ........... 0.603930 ........... 3.284605 
circular-2158 ........... 0.534920 ........... 4.783419 
circular-2159 ........... 0.606485 ........... 6.282233 
circular-2160 ........... 0.534920 ........... 7.781046 
circular-2175 ........... 0.670656 ........... 1.785792 
circular-2176 ........... 0.741950 ........... 3.284605 
circular-2177 ........... 0.675401 ........... 4.783419 
circular-2178 ........... 0.749615 ........... 6.282233 
circular-2179 ........... 0.680903 ........... 7.781046 
circular-2196 ........... 0.815881 ........... 4.783419 
commdemo ................ 17.111700 .......... 11.900000 
corot9b ................. 18.719167 .......... 6.204167 
crab .................... 5.575548 ........... 22.014460 
CygA .................... 19.991250 .......... 40.733889 
CYGNUS .................. 19.991208 .......... 40.733892 
cygx3 ................... 20.540494 .......... 40.957750 
deep2 ................... 2.500000 ........... 0.000000 
Deneb_S049941 ........... 20.690500 .......... 45.280278 
DR21 .................... 20.650333 .......... 42.326361 
dr21oh .................. 20.650300 .......... 42.380600 
egb6 .................... 9.883053 ........... 13.743028 
epsiloneridani .......... 3.548846 ........... -9.458262 
etaarietis .............. 2.213360 ........... -21.210830 
etaeridani .............. 2.940472 ........... 8.898056 
exo-gl581 ............... 15.324118 .......... -7.722280 
exo001 .................. 13.212222 .......... -31.873333 
exo002 .................. 21.635556 .......... -31.737500 
exo003 .................. 6.427222 ........... -31.480833 
exo005 .................. 18.101389 .......... -30.732500 
exo006 .................. 17.905278 .......... -30.377222 
exo007 .................. 17.876389 .......... -30.087778 
exo009 .................. 8.606389 ........... -30.037500 
exo010 .................. 17.857778 .......... -29.876111 
exo011 .................. 18.463611 .......... -29.816667 
exo013 .................. 22.960833 .......... -29.622222 
exo014 .................. 17.943056 .......... -29.539167 
exo015 .................. 18.161667 .......... -29.224167 
exo016 .................. 17.984167 .......... -29.198333 
exo017 .................. 17.981667 .......... -29.189167 
exo018 .................. 18.087778 .......... -28.895000 
exo019 .................. 3.334167 ........... -28.853889 
exo020 .................. 6.602500 ........... -27.622222 
exo022 .................. 14.039444 .......... -27.429722 
exo023 .................. 18.134444 .......... -27.150000 
exo024 .................. 16.193333 .......... -27.078056 
exo025 .................. 5.133611 ........... -26.797222 
exo026 .................. 22.931389 .......... -26.658611 
exo027 .................. 16.393889 .......... -26.531389 
exo028 .................. 0.740556 ........... -26.515556 
exo029 .................. 15.224444 .......... -25.309167 
exo030 .................. 19.259167 .......... -24.179167 
exo031 .................. 8.683056 ........... -23.456389 
exo032 .................. 23.998333 .......... -22.428056 
exo033 .................. 7.567500 ........... -22.296111 
exo035 .................. 21.249167 .......... -20.789167 
exo037 .................. 1.880833 ........... -19.506944 
exo039 .................. 17.342778 .......... -19.333611 
exo040 .................. 15.871389 .......... -18.435833 
exo041 .................. 16.098333 .......... -18.311944 
exo042 .................. 14.348333 .......... -17.481389 
exo043 .................. 0.476111 ........... -16.226389 
exo044 .................. 22.886944 .......... -14.253611 
exo047 .................. 7.619167 ........... -13.906667 
exo048 .................. 8.306389 ........... -12.631944 
exo051 .................. 9.580556 ........... -12.129444 
exo053 .................. 18.363611 .......... -11.922500 
exo054 .................. 10.974444 .......... -10.770278 
exo055 .................. 4.440556 ........... -10.550556 
exo056 .................. 1.952500 ........... -10.242222 
exo058 .................. 18.334444 .......... -9.592778 
exo060 .................. 3.548611 ........... -9.458056 
exo061 .................. 23.264722 .......... -9.087500 
exo062 .................. 12.738889 .......... -8.671389 
exo064 .................. 15.323889 .......... -7.722222 
exo067 .................. 22.158056 .......... -7.542222 
exo068 .................. 23.697500 .......... -5.985556 
exo069 .................. 0.499722 ........... -5.763889 
exo070 .................. 7.005000 ........... -5.366944 
exo071 .................. 11.597778 .......... -4.755833 
exo072 .................. 22.161111 .......... -4.640833 
exo073 .................. 9.935000 ........... -3.808333 
exo074 .................. 2.588611 ........... -3.560556 
exo075 .................. 2.628333 ........... -3.396111 
exo076 .................. 12.320278 .......... -3.319722 
exo077 .................. 6.805278 ........... -3.102222 
exo078 .................. 22.970833 .......... -2.395000 
exo080 .................. 13.211944 .......... -2.265000 
exo081 .................. 10.713333 .......... -2.183611 
exo082 .................. 15.315278 .......... -1.592222 
exo083 .................. 8.567500 ........... -1.568056 
exo084 .................. 11.404722 .......... -1.528889 
exo085 .................. 3.212778 ........... -1.195833 
exo086 .................. 8.057778 ........... -1.162500 
exo087 .................. 20.233056 .......... -0.866667 
exo088 .................. 6.813056 ........... -0.672778 
exo089 .................. 14.792222 .......... -0.281389 
exo090 .................. 0.916944 ........... 0.789444 
exo091 .................. 5.776111 ........... 1.168056 
exo093 .................. 19.451944 .......... 1.383889 
exo094 .................. 8.380556 ........... 1.859444 
exo095 .................. 16.547500 .......... 2.084722 
exo096 .................. 11.761667 .......... 2.821389 
exo097 .................. 11.446111 .......... 3.006111 
exo098 .................. 18.928056 .......... 4.265278 
exo099 .................. 20.268333 .......... 4.568056 
exo100 .................. 8.706944 ........... 4.578056 
exo103 .................. 6.553333 ........... 5.462778 
exo104 .................. 5.666944 ........... 6.060556 
exo105 .................. 20.515000 .......... 6.429444 
exo106 .................. 18.537500 .......... 6.945833 
exo107 .................. 19.473333 .......... 8.357778 
exo109 .................. 19.904167 .......... 8.461389 
exo110 .................. 14.600000 .......... 9.746389 
exo112 .................. 12.224722 .......... 10.041389 
exo113 .................. 20.973889 .......... 10.839167 
exo114 .................. 6.486944 ........... 10.933889 
exo115 .................. 20.664167 .......... 11.249444 
exo116 .................. 18.486389 .......... 11.695556 
exo117 .................. 10.305833 .......... 12.620833 
exo118 .................. 13.473889 .......... 13.786667 
exo119 .................. 11.773333 .......... 14.123889 
exo121 .................. 22.197500 .......... 16.033889 
exo122 .................. 19.534444 .......... 16.474167 
exo123 .................. 7.530000 ........... 17.085833 
exo124 .................. 13.788056 .......... 17.456111 
exo125 .................. 13.205278 .......... 17.516944 
exo126 .................. 10.168611 .......... 18.186667 
exo127 .................. 23.313056 .......... 18.645833 
exo128 .................. 20.471389 .......... 18.770000 
exo129 .................. 22.052778 .......... 18.884444 
exo130 .................. 4.715556 ........... 18.958056 
exo131 .................. 4.476944 ........... 19.180556 
exo132 .................. 1.748611 ........... 20.083056 
exo133 .................. 9.396389 ........... 20.364444 
exo134 .................. 0.744722 ........... 20.448889 
exo135 .................. 5.617222 ........... 20.730556 
exo138 .................. 22.957500 .......... 20.768611 
exo139 .................. 3.187222 ........... 21.097222 
exo141 .................. 23.124722 .......... 21.134167 
exo144 .................. 0.655833 ........... 21.250278 
exo145 .................. 14.551667 .......... 21.894722 
exo146 .................. 20.011944 .......... 22.710833 
exo147 .................. 12.507222 .......... 22.879722 
exo149 .................. 6.911667 ........... 24.245556 
exo150 .................. 2.076111 ........... 25.414167 
exo152 .................. 19.088889 .......... 25.920556 
exo153 .................. 18.041667 .......... 26.312778 
exo154 .................. 22.070000 .......... 26.418889 
exo155 .................. 11.703056 .......... 26.706389 
exo156 .................. 7.755000 ........... 28.026111 
exo157 .................. 19.867778 .......... 28.100278 
exo158 .................. 16.036667 .......... 28.169722 
exo159 .................. 20.050000 .......... 28.306667 
exo160 .................. 8.876944 ........... 28.333889 
exo165 .................. 19.620000 .......... 28.500000 
exo166 .................. 1.420000 ........... 28.566667 
exo167 .................. 6.509167 ........... 29.672222 
exo168 .................. 20.060278 .......... 29.896667 
exo170 .................. 3.294444 ........... 31.126944 
exo171 .................. 23.266111 .......... 31.462778 
exo172 .................. 0.344444 ........... 31.990000 
exo173 .................. 2.161111 ........... 32.316389 
exo174 .................. 8.897500 ........... 33.056944 
exo175 .................. 16.017500 .......... 33.314167 
exo176 .................. 17.159722 .......... 33.355833 
exo178 .................. 19.782500 .......... 34.420833 
exo180 .................. 19.150833 .......... 34.599722 
exo181 .................. 22.869444 .......... 35.447222 
exo182 .................. 15.853889 .......... 35.657500 
exo183 .................. 18.575556 .......... 35.661667 
exo184 .................. 15.332778 .......... 36.229722 
exo185 .................. 18.726667 .......... 36.556667 
exo186 .................. 18.293611 .......... 36.621667 
exo187 .................. 19.069167 .......... 36.632500 
exo188 .................. 7.344444 ........... 37.140556 
exo189 .................. 17.868611 .......... 37.546111 
exo190 .................. 16.508056 .......... 38.347222 
exo191 .................. 22.963056 .......... 38.675000 
exo192 .................. 6.479167 ........... 38.962778 
exo193 .................. 7.781111 ........... 39.094722 
exo194 .................. 23.521389 .......... 39.236111 
exo195 .................. 10.991389 .......... 40.429444 
exo197 .................. 3.800000 ........... 40.530556 
exo198 .................. 6.858333 ........... 40.867500 
exo199 .................. 16.343333 .......... 41.048056 
exo200 .................. 6.326389 ........... 41.092222 
exo201 .................. 10.369444 .......... 41.229444 
exo202 .................. 1.613333 ........... 41.410556 
exo205 .................. 2.617222 ........... 42.062500 
exo206 .................. 23.651667 .......... 42.466111 
exo207 .................. 16.173056 .......... 43.821667 
exo208 .................. 6.074722 ........... 44.260278 
exo209 .................. 9.477778 ........... 45.601389 
exo210 .................. 17.043333 .......... 47.081944 
exo211 .................. 19.483056 .......... 47.969444 
exo212 .................. 13.739722 .......... 48.028611 
exo213 .................. 19.847222 .......... 48.080833 
exo214 .................. 19.120556 .......... 49.316389 
exo215 .................. 2.772778 ........... 49.653056 
exo216 .................. 7.801944 ........... 50.225833 
exo217 .................. 19.697500 .......... 50.517500 
exo218 .................. 9.376944 ........... 50.603611 
exo219 .................. 14.948611 .......... 53.382222 
exo220 .................. 13.567222 .......... 53.728333 
exo221 .................. 15.587778 .......... 53.922222 
exo222 .................. 18.175556 .......... 54.286667 
exo223 .................. 4.364722 ........... 57.816944 
exo224 .................. 6.513056 ........... 58.162778 
exo225 .................. 7.359167 ........... 58.268056 
exo226 .................. 15.415278 .......... 58.965833 
exo227 .................. 8.306111 ........... 61.460556 
exo228 .................. 8.670278 ........... 64.328056 
exo229 .................. 18.433056 .......... 65.563611 
exo230 .................. 2.828889 ........... 71.753333 
exo231 .................. 12.087500 .......... 76.905556 
exo232 .................. 23.655556 .......... 77.632222 
exo233 .................. 5.375833 ........... 79.231111 
exo234 .................. 16.521389 .......... 79.789722 
exo235 .................. 19.470278 .......... 0.119167 
exo236 .................. 13.000833 .......... 12.001944 
exo239 .................. 3.158056 ........... 30.001389 
exo240 .................. 17.886944 .......... 37.033889 
exo241 .................. 16.170833 .......... -84.231389 
exo242 .................. 5.619167 ........... -80.468889 
exo243 .................. 0.270000 ........... -79.851111 
exo244 .................. 7.655833 ........... -78.278889 
exo245 .................. 22.458333 .......... -77.717778 
exo246 .................. 11.130000 .......... -77.668889 
exo247 .................. 11.069167 .......... -76.455278 
exo248 .................. 15.001667 .......... -73.535278 
exo249 .................. 22.910833 .......... -70.073611 
exo250 .................. 12.814167 .......... -68.425000 
exo251 .................. 1.915556 ........... -67.647222 
exo252 .................. 8.898611 ........... -66.800833 
exo253 .................. 19.419444 .......... -66.468889 
exo256 .................. 0.744167 ........... -65.649444 
exo257 .................. 12.429444 .......... -64.021944 
exo258 .................. 18.751944 .......... -63.961944 
exo259 .................. 7.884444 ........... -63.647222 
exo260 .................. 10.670833 .......... -62.455556 
exo261 .................. 10.842778 .......... -61.956944 
exo262 .................. 12.402222 .......... -61.871667 
exo263 .................. 10.873333 .......... -61.446667 
exo264 .................. 10.883611 .......... -61.405556 
exo265 .................. 11.131944 .......... -61.146111 
exo266 .................. 11.155278 .......... -61.095278 
exo267 .................. 20.630833 .......... -60.634444 
exo268 .................. 15.961111 .......... -60.200000 
exo269 .................. 3.656667 ........... -60.077778 
exo270 .................. 5.901111 ........... -60.023333 
exo273 .................. 4.346389 ........... -59.410833 
exo274 .................. 4.274722 ........... -59.301944 
exo275 .................. 11.747222 .......... -58.703611 
exo276 .................. 23.522222 .......... -58.209722 
exo277 .................. 6.320000 ........... -58.054167 
exo278 .................. 4.698333 ........... -58.020556 
exo279 .................. 11.725000 .......... -58.006667 
exo280 .................. 17.187500 .......... -56.680556 
exo281 .................. 0.405556 ........... -56.650000 
exo282 .................. 17.168056 .......... -56.449167 
exo283 .................. 13.954722 .......... -56.040000 
exo284 .................. 1.708056 ........... -53.740833 
exo285 .................. 3.661944 ........... -52.915833 
exo286 .................. 17.735556 .......... -51.833889 
exo290 .................. 5.788056 ........... -51.066389 
exo291 .................. 2.170556 ........... -50.833333 
exo292 .................. 2.708611 ........... -50.803333 
exo293 .................. 15.826944 .......... -49.963333 
exo294 .................. 22.516667 .......... -49.433056 
exo295 .................. 0.105278 ........... -49.075000 
exo296 .................. 21.559444 .......... -49.008889 
exo297 .................. 22.893611 .......... -48.598056 
exo298 .................. 6.667222 ........... -48.541944 
exo299 .................. 5.997222 ........... -48.239722 
exo300 .................. 5.996944 ........... -48.239444 
exo301 .................. 13.540278 .......... -47.271111 
exo302 .................. 17.477778 .......... -46.895278 
exo303 .................. 16.030556 .......... -44.434444 
exo304 .................. 17.075278 .......... -43.309722 
exo305 .................. 9.619722 ........... -43.271944 
exo306 .................. 17.650000 .......... -43.145556 
exo307 .................. 15.505278 .......... -42.979444 
exo308 .................. 23.570833 .......... -42.061389 
exo309 .................. 8.794444 ........... -41.736667 
exo310 .................. 8.621111 ........... -41.318889 
exo312 .................. 23.956667 .......... -41.277222 
exo313 .................. 12.621111 .......... -40.811944 
exo314 .................. 6.275278 ........... -40.531944 
exo315 .................. 17.843889 .......... -40.318333 
exo316 .................. 8.357778 ........... -39.705278 
exo317 .................. 12.125833 .......... -39.548333 
exo318 .................. 1.077778 ........... -39.488056 
exo319 .................. 20.736111 .......... -39.225278 
exo320 .................. 16.400278 .......... -39.192778 
exo321 .................. 0.720278 ........... -37.982500 
exo322 .................. 19.825833 .......... -37.780556 
exo323 .................. 21.955278 .......... -37.763611 
exo324 .................. 15.820000 .......... -35.650833 
exo325 .................. 13.489167 .......... -35.570833 
exo326 .................. 20.122222 .......... -35.538611 
exo327 .................. 13.177500 .......... -35.054722 
exo328 .................. 17.835833 .......... -34.673056 
exo329 .................. 2.616389 ........... -34.578056 
exo330 .................. 8.605000 ........... -34.460000 
exo331 .................. 6.867222 ........... -33.915556 
exo332 .................. 3.345278 ........... -33.730000 
exo333 .................. 10.738889 .......... -33.576944 
exo334 .................. 6.629722 ........... -32.339722 
exo336 .................. 13.928611 .......... -32.159722 
frb121102 ............... 5.533333 ........... 33.083333 
g0.315m-wcb ............. 17.785869 .......... -28.771028 
g0.55m-wcb .............. 17.837500 .......... -28.908056 
g0.64m-wcb .............. 17.788528 .......... -28.408611 
g0.66m-wcb .............. 17.788511 .......... -28.381833 
g10.33m-wcb ............. 18.151333 .......... -20.083611 
g10.47m-wcb ............. 18.143944 .......... -19.863889 
g11.497m-wcb ............ 18.272814 .......... -19.690861 
g11.90m-wcb ............. 18.203222 .......... -18.693889 
g12.03m-wcb ............. 18.200694 .......... -18.532500 
g12.68m-wcb ............. 18.232000 .......... -18.026300 
g12.89m-wcb ............. 18.197583 .......... -17.524722 
g12.91m-wcb ............. 18.244200 .......... -17.868400 
g14.10m-wcb ............. 18.262725 .......... -16.652610 
g174.2m-wcb ............. 5.514000 ........... 33.801670 
g188.95m-wcb ............ 6.148260 ........... 21.641600 
g189.03m-wcb ............ 6.144778 ........... 21.517778 
g192.60m-wcb ............ 6.215150 ........... 17.988900 
g196.45m-wcb ............ 6.243690 ........... 13.826800 
g20.23m-wcb ............. 18.462200 .......... -11.251200 
g213.71m-wcb ............ 6.129990 ........... -6.382420 
g23.01m-wcb ............. 18.577700 .......... -9.012200 
g23.19m-wcb ............. 18.581806 .......... -8.834444 
g23.44m-wcb ............. 18.577500 .......... -8.526667 
g232.62m-wcb ............ 7.536000 ........... -16.971000 
g24.79m-wcb ............. 18.603360 .......... -7.203610 
g25.71m-wcb ............. 18.634194 .......... -6.408889 
g25.83m-wcb ............. 18.651306 .......... -6.404722 
g28.15m-wcb ............. 18.711389 .......... -4.255833 
g28.31m-wcb ............. 18.740250 .......... -4.298889 
g28.83m-wcb ............. 18.747310 .......... -3.767780 
g28.84m-wcb ............. 18.747222 .......... -3.756389 
g29.86m-wcb ............. 18.766640 .......... -2.753330 
g29.95m-wcb ............. 18.767700 .......... -2.656540 
g30.70m-wcb ............. 18.793530 .......... -2.014170 
g30.76m-wcb ............. 18.794140 .......... -1.956940 
g30.89m-wcb ............. 18.785361 .......... -1.737500 
g31.28m-wcb ............. 18.803530 .......... -1.443330 
g32.05m-wcb ............. 18.827028 .......... -0.763060 
g32.74-0.07 ............. 18.868900 .......... 0.136940 
g32.74m-wcb ............. 18.856333 .......... -0.204170 
g33.39m-wcb ............. 18.869611 .......... 0.419170 
g33.64m-wcb ............. 18.891306 .......... 0.532780 
g35.02m-wcb ............. 18.900170 .......... 2.020830 
g35.20m-wcb ............. 18.970300 .......... 1.675690 
g35.21m-wcb ............. 19.029300 .......... 1.224570 
g359.436m-wcb ........... 17.744611 .......... -29.471111 
g359.61m-wcb ............ 17.760417 .......... -29.391111 
g36.11m-wcb ............. 18.921330 .......... 3.084360 
g43.80m-wcb ............. 19.198200 .......... 9.596190 
g45.07m-wcb ............. 19.222833 .......... 10.847778 
g49.49m-wcb ............. 19.395300 .......... 14.509800 
g52.67m-wcb ............. 19.543139 .......... 16.959444 
g59.78m-wcb ............. 19.719694 .......... 23.734167 
g78.12m-wcb ............. 20.240278 .......... 41.225556 
g8.68m-wcb .............. 18.106361 .......... -21.617500 
g81.88m-wcb ............. 20.643556 .......... 42.633333 
g9.62m-wcb .............. 18.104100 .......... -20.525600 
gal120 .................. 0.430000 ........... 62.726000 
galanticenter ........... 5.760325 ........... 28.936164 
galcenter ............... 17.760338 .......... -28.936164 
galnpol ................. 12.856670 .......... 27.116700 
gcsp09p1 ................ 17.901049 .......... -24.818214 
hatysa .................. 5.583000 ........... -5.900000 
hcg92 ................... 22.599306 .......... 33.960000 
hd060848 ................ 7.618259 ........... 16.904247 
hd093521 ................ 10.806530 .......... 37.570300 
hd157858 ................ 17.438148 .......... 10.993000 
hd164595 ................ 18.010804 .......... 29.571922 
hd166734 ................ 18.206849 .......... -10.731397 
hd172175 ................ 18.651049 .......... -7.859840 
hd69830 ................. 8.306650 ........... -12.632170 
HerA .................... 16.852500 .......... 4.992778 
hgc92 ................... 22.599306 .......... 3.960000 
hoagsobject ............. 15.285111 .......... 21.368890 
HydA .................... 9.301639 ........... -11.904722 
ic1613 .................. 1.093300 ........... 2.100000 
ic342 ................... 3.798706 ........... 67.990111 
iotacrateris ............ 11.644449 .......... -13.201943 
j0332+5434 .............. 3.549820 ........... 54.578770 
j0358+5413 .............. 3.981590 ........... 54.220500 
j0534+2200 .............. 5.575548 ........... 22.014460 
j0630-2834 .............. 6.513720 ........... -28.578550 
j0953+0755 .............. 9.885920 ........... 7.926600 
j1136+1551 .............. 11.600900 .......... 15.851240 
j1645-0317 .............. 16.750570 .......... -3.299530 
j1932+1059 .............. 19.537210 .......... 10.992340 
j1934+2153 .............. 19.582133 .......... 21.896722 
j1935+1616 .............. 19.596620 .......... 16.277770 
j2018+2839 .............. 20.301060 .......... 28.665060 
j2022+2854 .............. 20.376960 .......... 28.906420 
j2022+5154 .............. 20.380520 .......... 51.913950 
Kaitos .................. 0.759778 ........... 32.986667 
kepler04 ................ 19.041021 .......... 50.135753 
keplercenter ............ 19.377778 .......... 44.500000 
kic8462852 .............. 20.104290 .......... 44.456900 
koi1026 ................. 19.093900 .......... 37.426800 
koi1099 ................. 19.438600 .......... 38.035800 
koi1159 ................. 19.801000 .......... 47.486400 
koi1261 ................. 19.145000 .......... 44.878600 
koi1328 ................. 19.720400 .......... 39.178000 
koi1355 ................. 19.664400 .......... 42.708600 
koi1361 ................. 19.687000 .......... 42.475300 
koi1375.01 .............. 19.221400 .......... 42.261400 
koi139.01 ............... 19.443500 .......... 44.688300 
koi1423 ................. 18.950100 .......... 48.809600 
koi1429 ................. 19.490100 .......... 48.511100 
koi1472 ................. 19.642200 .......... 43.400500 
koi1478 ................. 19.256600 .......... 51.209100 
koi1486 ................. 19.621100 .......... 43.629300 
koi1503 ................. 19.152300 .......... 51.250000 
koi1527 ................. 19.778100 .......... 43.498400 
koi157.05 ............... 19.807700 .......... 41.909100 
koi174.01 ............... 19.788200 .......... 48.107600 
koi211.01 ............... 19.198000 .......... 47.972100 
koi268.01 ............... 19.048600 .......... 38.507000 
koi326.01 ............... 19.110400 .......... 46.783500 
koi351.02 ............... 18.962200 .......... 49.305200 
koi365.01 ............... 19.832500 .......... 49.623500 
koi372.01 ............... 19.941500 .......... 41.866800 
koi374.01 ............... 19.375000 .......... 44.874000 
koi401.02 ............... 19.056900 .......... 38.384100 
koi415.01 ............... 19.553700 .......... 41.606400 
koi416.02 ............... 19.124400 .......... 41.989100 
koi433.02 ............... 19.903400 .......... 48.332500 
koi448.02 ............... 19.804700 .......... 40.868800 
koi51.01 ................ 19.727900 .......... 41.332400 
koi536.01 ............... 19.068300 .......... 48.431800 
koi555.02 ............... 19.541600 .......... 40.934800 
koi564.02 ............... 19.618700 .......... 42.291000 
koi622.01 ............... 19.725400 .......... 51.263800 
koi683.01 ............... 19.855000 .......... 43.258400 
koi70.03 ................ 19.179900 .......... 42.338700 
koi701.03 ............... 18.880900 .......... 45.349900 
koi711.03 ............... 19.694200 .......... 46.266500 
koi806.01 ............... 19.018900 .......... 38.947300 
koi812.03 ............... 19.071900 .......... 39.278300 
koi817.01 ............... 18.924400 .......... 39.898100 
koi847.01 ............... 19.143600 .......... 41.565800 
koi854.01 ............... 19.300600 .......... 41.812100 
koi865.01 ............... 19.438900 .......... 42.368200 
koi87.01 ................ 19.281200 .......... 47.884500 
koi902.01 ............... 19.190200 .......... 43.898000 
koi947.01 ............... 19.457500 .......... 46.429300 
koi952.03 ............... 19.856200 .......... 46.574300 
ldn1622 ................. 5.904183 ........... 1.815250 
lhs1140 ................. 0.749810 ........... 15.271000 
luyten .................. 7.456805 ........... 5.225785 
m101 .................... 14.053500 .......... 54.349167 
m104 .................... 12.666500 .......... -11.623056 
m106 .................... 12.315972 .......... 47.303889 
m31 ..................... 0.715950 ........... 41.311820 
m31-0 ................... 0.715950 ........... 41.311820 
m31-1 ................... 0.760931 ........... 42.175891 
m31-2 ................... 0.804702 ........... 41.304151 
m31-3 ................... 0.759752 ........... 40.443913 
m31-4 ................... 0.672155 ........... 40.443913 
m31-5 ................... 0.627205 ........... 41.304151 
m31-6 ................... 0.670976 ........... 42.175891 
m33 ..................... 1.564170 ........... 30.660190 
m33cal .................. 1.628000 ........... 33.160000 
m33lr ................... 1.544170 ........... 31.360190 
m33ul ................... 1.584170 ........... 29.960190 
m45 ..................... 3.790000 ........... 24.116667 
m51a .................... 13.497972 .......... 47.195278 
m81 ..................... 9.925889 ........... 69.731945 
m82 ..................... 9.931167 ........... 69.679722 
m87 ..................... 12.513729 .......... 12.391123 
m91 ..................... 6.098200 ........... 21.652500 
majoris ................. 7.050000 ........... -23.800000 
meissa .................. 5.583000 ........... 9.900000 
mintaka ................. 5.533000 ........... -1.200000 
Mirfak_S038787 .......... 3.405379 ........... 49.861206 
mm81-000 ................ 9.925880 ........... 69.065290 
mm81-001 ................ 9.809286 ........... 69.059588 
mm81-002 ................ 9.866399 ........... 69.496847 
mm81-003 ................ 9.985361 ........... 69.496847 
mm81-004 ................ 10.042474 .......... 69.059588 
mm81-005 ................ 9.983056 ........... 68.630881 
mm81-006 ................ 9.868704 ........... 68.630881 
MWC349 .................. 20.545958 .......... 40.660222 
myfield ................. 12.000000 .......... 11.000000 
ncp-prec ................ 0.150000 ........... 89.926500 
ngc6872 ................. 20.282500 .......... -70.768333 
ngc6946 ................. 20.581194 .......... 60.153889 
NGC7027 ................. 21.117109 .......... 42.236163 
NMLTAU .................. 3.891336 ........... 11.406278 
northpole ............... 0.000000 ........... 90.000000 
nvssj074948+555421 ...... 7.830028 ........... 55.905833 
nvssj084124+705341 ...... 8.690128 ........... 70.894833 
nvssj094752+072517 ...... 9.797781 ........... 7.421639 
nvssj104244+120331 ...... 10.712372 .......... 12.058833 
nvssj113007-144927 ...... 11.501958 .......... -14.824222 
nvssj122906+020305 ...... 12.485114 .......... 2.051417 
nvssj123039+121758 ...... 12.511000 .......... 12.299472 
nvssj125611-054720 ...... 12.936431 .......... -5.788917 
nvssj133108+303032 ...... 13.518975 .......... 30.509000 
nvssj153150+240243 ...... 15.530753 .......... 24.045361 
nvssj162605-295126 ...... 16.434997 .......... -29.857444 
nvssj165111+045919 ...... 16.853250 .......... 4.988611 
nvssj172025-005852 ...... 17.340411 .......... -0.981167 
nvssj184226+794517 ...... 18.707481 .......... 79.754806 
nvssj191236-222228 ...... 19.210125 .......... -22.374444 
nvssj192451-291431 ...... 19.414197 .......... -29.241944 
nvssj211636-205551 ...... 21.276750 .......... -20.931083 
OCET .................... 2.322441 ........... -2.976908 
oria .................... 5.588140 ........... -5.391100 
ORIMSR .................. 5.587363 ........... -5.375125 
p+00+0 .................. 17.760333 .......... -28.936172 
p+00+1 .................. 17.727905 .......... -28.674783 
p+00+2 .................. 17.695638 .......... -28.411664 
p+00+3 .................. 17.663532 .......... -28.146843 
p+00-1 .................. 17.792925 .......... -29.195803 
p+00-2 .................. 17.825682 .......... -29.453650 
p+00-3 .................. 17.858605 .......... -29.709682 
p+01+0 .................. 17.780097 .......... -28.509078 
p+01+1 .................. 17.747750 .......... -28.248764 
p+01+2 .................. 17.715562 .......... -27.986745 
p+01+3 .................. 17.683529 .......... -27.723048 
p+01-1 .................. 17.812604 .......... -28.767660 
p+01-2 .................. 17.845271 .......... -29.024483 
p+01-3 .................. 17.878100 .......... -29.279520 
p+02+0 .................. 17.799702 .......... -28.081346 
p+02+1 .................. 17.767435 .......... -27.822085 
p+02+2 .................. 17.735323 .......... -27.561145 
p+02+3 .................. 17.703364 .......... -27.298551 
p+02-1 .................. 17.832124 .......... -28.338900 
p+02-2 .................. 17.864703 .......... -28.594722 
p+02-3 .................. 17.897440 .......... -28.848784 
p+03+0 .................. 17.819151 .......... -27.652992 
p+03+1 .................. 17.786964 .......... -27.394763 
p+03+2 .................. 17.754927 .......... -27.134881 
p+03+3 .................. 17.723040 .......... -26.873370 
p+03-1 .................. 17.851489 .......... -27.909540 
p+03-2 .................. 17.883981 .......... -28.164381 
p+03-3 .................. 17.916628 .......... -28.417489 
p+04+0 .................. 17.838448 .......... -27.224032 
p+04+1 .................. 17.806339 .......... -26.966815 
p+04+2 .................. 17.774378 .......... -26.707969 
p+04+3 .................. 17.742562 .......... -26.447520 
p+04-1 .................. 17.870704 .......... -27.479595 
p+04-2 .................. 17.903110 .......... -27.733477 
p+04-3 .................. 17.935667 .......... -27.985652 
p+05+0 .................. 17.857596 .......... -26.794482 
p+05+1 .................. 17.825566 .......... -26.538256 
p+05+2 .................. 17.793678 .......... -26.280426 
p+05+3 .................. 17.761932 .......... -26.021019 
p+05-1 .................. 17.889772 .......... -27.049079 
p+05-2 .................. 17.922093 .......... -27.302023 
p+05-3 .................. 17.954562 .......... -27.553287 
p+06+0 .................. 17.876601 .......... -26.364357 
p+06+1 .................. 17.844646 .......... -26.109101 
p+06+2 .................. 17.812831 .......... -25.852268 
p+06+3 .................. 17.781155 .......... -25.593881 
p+06-1 .................. 17.908696 .......... -26.618010 
p+06-2 .................. 17.940934 .......... -26.870035 
p+06-3 .................. 17.973315 .......... -27.120408 
p+07+0 .................. 17.895464 .......... -25.933671 
p+07+1 .................. 17.863585 .......... -25.679366 
p+07+2 .................. 17.831842 .......... -25.423509 
